timestamp,price_eur_mwh
2024-01-01 00:00:00,149.1577075251378
2024-01-01 00:15:00,138.3986864216425
2024-01-01 00:30:00,152.7207423702102
2024-01-01 00:45:00,154.2402215606684
2024-01-01 01:00:00,131.10601892561274
2024-01-01 01:15:00,136.29554824653593
2024-01-01 01:30:00,147.73460936411806
2024-01-01 01:45:00,144.1813323368435
2024-01-01 02:00:00,146.5772620574713
2024-01-01 02:15:00,139.88972790969248
2024-01-01 02:30:00,153.75550449340219
2024-01-01 02:45:00,152.9559337422402
2024-01-01 03:00:00,147.28756124351273
2024-01-01 03:15:00,155.8241479165432
2024-01-01 03:30:00,150.62793430386395
2024-01-01 03:45:00,140.14996887633183
2024-01-01 04:00:00,150.19387774017434
2024-01-01 04:15:00,139.91335654960255
2024-01-01 04:30:00,155.12130864349425
2024-01-01 04:45:00,148.4285722032888
2024-01-01 05:00:00,148.36917661465992
2024-01-01 05:15:00,145.7651243623357
2024-01-01 05:30:00,162.74820435288905
2024-01-01 05:45:00,153.90001011141146
2024-01-01 06:00:00,154.276438624769
2024-01-01 06:15:00,157.78904064468531
2024-01-01 06:30:00,167.98806831061248
2024-01-01 06:45:00,169.82905616511835
2024-01-01 07:00:00,173.22573093316726
2024-01-01 07:15:00,175.9983362024643
2024-01-01 07:30:00,191.69195633690094
2024-01-01 07:45:00,172.49350000211376
2024-01-01 08:00:00,171.86733535046596
2024-01-01 08:15:00,168.63816174464762
2024-01-01 08:30:00,178.22900262423747
2024-01-01 08:45:00,179.53540427288127
2024-01-01 09:00:00,165.97982606848947
2024-01-01 09:15:00,155.9111207379259
2024-01-01 09:30:00,151.30567832986026
2024-01-01 09:45:00,158.0645275060465
2024-01-01 10:00:00,153.5865114608885
2024-01-01 10:15:00,146.69060669778204
2024-01-01 10:30:00,131.72551099668726
2024-01-01 10:45:00,133.67017576354846
2024-01-01 11:00:00,127.62709437533105
2024-01-01 11:15:00,123.51092947628477
2024-01-01 11:30:00,124.07704882320931
2024-01-01 11:45:00,114.62585127755348
2024-01-01 12:00:00,114.51477966343992
2024-01-01 12:15:00,106.5191650923072
2024-01-01 12:30:00,105.96069130800963
2024-01-01 12:45:00,107.24302541313229
2024-01-01 13:00:00,90.02013007843745
2024-01-01 13:15:00,99.56054410525904
2024-01-01 13:30:00,99.71553183960583
2024-01-01 13:45:00,100.5622787480792
2024-01-01 14:00:00,106.37322992991344
2024-01-01 14:15:00,123.98424990912171
2024-01-01 14:30:00,108.92782149973614
2024-01-01 14:45:00,127.64448496713081
2024-01-01 15:00:00,110.54893027162915
2024-01-01 15:15:00,125.40739417029592
2024-01-01 15:30:00,133.3607600793327
2024-01-01 15:45:00,140.6063530391694
2024-01-01 16:00:00,145.38926126076538
2024-01-01 16:15:00,149.84015536252582
2024-01-01 16:30:00,144.63087635843382
2024-01-01 16:45:00,147.92596599478165
2024-01-01 17:00:00,163.11465920523227
2024-01-01 17:15:00,159.89297037345864
2024-01-01 17:30:00,157.01728752604575
2024-01-01 17:45:00,164.5967362457159
2024-01-01 18:00:00,173.3187707105136
2024-01-01 18:15:00,192.07077116187114
2024-01-01 18:30:00,196.8038119082514
2024-01-01 18:45:00,208.57611703875602
2024-01-01 19:00:00,206.4511704510525
2024-01-01 19:15:00,216.97956514983466
2024-01-01 19:30:00,225.20568057935742
2024-01-01 19:45:00,220.55592011848353
2024-01-01 20:00:00,227.65399586931855
2024-01-01 20:15:00,217.74436446917338
2024-01-01 20:30:00,217.3190197473774
2024-01-01 20:45:00,212.70270121364746
2024-01-01 21:00:00,200.38686938854153
2024-01-01 21:15:00,207.09685531277344
2024-01-01 21:30:00,192.16060625055306
2024-01-01 21:45:00,188.6028036321224
2024-01-01 22:00:00,185.16577596199565
2024-01-01 22:15:00,178.22386437493032
2024-01-01 22:30:00,174.02041543062134
2024-01-01 22:45:00,162.78094763765134
2024-01-01 23:00:00,155.9129262453573
2024-01-01 23:15:00,155.22073752918948
2024-01-01 23:30:00,139.67221154222
2024-01-01 23:45:00,139.5574111878689
2024-01-02 00:00:00,136.2842045492636
2024-01-02 00:15:00,138.88419744232615
2024-01-02 00:30:00,150.05672280347554
2024-01-02 00:45:00,139.6110521412788
2024-01-02 01:00:00,143.82596651071793
2024-01-02 01:15:00,157.24156414089845
2024-01-02 01:30:00,143.99431598239983
2024-01-02 01:45:00,152.74172860685417
2024-01-02 02:00:00,139.3708514593654
2024-01-02 02:15:00,145.19649228520794
2024-01-02 02:30:00,139.24385075703745
2024-01-02 02:45:00,144.14283449591116
2024-01-02 03:00:00,153.60107721850164
2024-01-02 03:15:00,133.1047482221121
2024-01-02 03:30:00,150.47814024210496
2024-01-02 03:45:00,149.038884407471
2024-01-02 04:00:00,142.60116362383917
2024-01-02 04:15:00,150.15243820613838
2024-01-02 04:30:00,148.77683965635683
2024-01-02 04:45:00,144.6959399684207
2024-01-02 05:00:00,192.63625726291696
2024-01-02 05:15:00,151.48689367660853
2024-01-02 05:30:00,165.8794294467543
2024-01-02 05:45:00,153.31653588280224
2024-01-02 06:00:00,149.60802785217822
2024-01-02 06:15:00,162.13107378071172
2024-01-02 06:30:00,165.5781424271657
2024-01-02 06:45:00,177.86539428381843
2024-01-02 07:00:00,176.68896737803144
2024-01-02 07:15:00,175.48876280707069
2024-01-02 07:30:00,186.34504505723848
2024-01-02 07:45:00,166.31238380551233
2024-01-02 08:00:00,170.92275621496063
2024-01-02 08:15:00,162.22767240372534
2024-01-02 08:30:00,170.2538309607448
2024-01-02 08:45:00,159.55910657514292
2024-01-02 09:00:00,172.0394123299028
